ASV_numbers,phylum,class,order,family,genus,species
ASV_285,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_286,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_287,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_288,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_289,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_290,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_291,NA,NA,NA,NA,NA,NA
ASV_292,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA
ASV_293,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_294,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_295,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_296,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_297,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_298,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,NA
ASV_299,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_300,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_301,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
ASV_302,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_303,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_304,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_305,Crenarchaeota,Nitrososphaeria,Group 1.1c,NA,NA,NA
ASV_306,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_307,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_308,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
ASV_309,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,NA
ASV_310,NA,NA,NA,NA,NA,NA
ASV_311,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_312,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_313,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_314,Crenarchaeota,Nitrososphaeria,Group 1.1c,NA,NA,NA
ASV_315,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_316,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_317,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_318,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_319,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_320,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_321,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_322,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_323,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV_324,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
ASV_325,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
ASV_326,NA,NA,NA,NA,NA,NA
ASV_327,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,NA
ASV_328,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_329,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA
ASV_330,NA,NA,NA,NA,NA,NA
ASV_331,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_332,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_333,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_334,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_335,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_336,Acidobacteriota,Acidobacteriae,NA,NA,NA,NA
ASV_337,NA,NA,NA,NA,NA,NA
ASV_338,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_339,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_340,NA,NA,NA,NA,NA,NA
ASV_341,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,NA,NA
ASV_342,NA,NA,NA,NA,NA,NA
ASV_343,WPS-2,NA,NA,NA,NA,NA
ASV_344,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_345,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_346,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_347,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_348,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_349,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_350,NA,NA,NA,NA,NA,NA
ASV_351,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_352,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_353,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA
ASV_354,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_355,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_356,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV_357,RCP2-54,NA,NA,NA,NA,NA
ASV_358,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,NA
ASV_359,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_360,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_361,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_362,WPS-2,NA,NA,NA,NA,NA
ASV_363,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_364,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_365,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_366,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
ASV_367,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
ASV_368,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV_369,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_370,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_371,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_372,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV_373,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
ASV_374,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_375,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_376,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
ASV_377,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,NA
ASV_378,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_379,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_380,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_381,NA,NA,NA,NA,NA,NA
ASV_382,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_383,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_384,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_385,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_386,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_387,NA,NA,NA,NA,NA,NA
ASV_388,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_389,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_390,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_391,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_392,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_393,NA,NA,NA,NA,NA,NA
ASV_394,NA,NA,NA,NA,NA,NA
ASV_395,NA,NA,NA,NA,NA,NA
ASV_396,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_397,NA,NA,NA,NA,NA,NA
ASV_398,NA,NA,NA,NA,NA,NA
ASV_399,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_400,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_401,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_402,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_403,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV_404,NA,NA,NA,NA,NA,NA
ASV_405,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_406,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,NA
ASV_407,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_408,NA,NA,NA,NA,NA,NA
ASV_409,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_410,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_411,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_412,NA,NA,NA,NA,NA,NA
ASV_413,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_414,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_415,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_416,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_417,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_418,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,NA
ASV_419,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_420,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_421,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_422,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_423,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_424,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA,NA
ASV_425,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_426,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_427,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_428,NA,NA,NA,NA,NA,NA
ASV_429,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,NA
ASV_430,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV_431,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
ASV_432,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV_433,NA,NA,NA,NA,NA,NA
ASV_434,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV_435,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
ASV_436,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_437,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
ASV_438,NA,NA,NA,NA,NA,NA
ASV_439,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
ASV_440,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV_441,NA,NA,NA,NA,NA,NA
ASV_442,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV_443,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_444,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV_445,RCP2-54,NA,NA,NA,NA,NA
ASV_446,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,NA
ASV_447,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_448,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_449,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_450,NA,NA,NA,NA,NA,NA
ASV_451,NA,NA,NA,NA,NA,NA
ASV_452,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
ASV_453,NA,NA,NA,NA,NA,NA
ASV_454,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV_455,NA,NA,NA,NA,NA,NA
ASV_456,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_457,Crenarchaeota,Nitrososphaeria,Group 1.1c,NA,NA,NA
ASV_458,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV_459,NA,NA,NA,NA,NA,NA
ASV_460,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_461,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,NA
ASV_462,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_463,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_464,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_465,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_466,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_467,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_468,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_469,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_470,NA,NA,NA,NA,NA,NA
ASV_471,RCP2-54,NA,NA,NA,NA,NA
ASV_472,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_473,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV_474,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_475,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_476,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV_477,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
ASV_478,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_479,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_480,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_481,WPS-2,NA,NA,NA,NA,NA
ASV_482,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_483,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_484,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_485,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_486,WPS-2,NA,NA,NA,NA,NA
ASV_487,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
ASV_488,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_489,NA,NA,NA,NA,NA,NA
ASV_490,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_491,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_492,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_493,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_494,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_495,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
ASV_496,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
ASV_497,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
ASV_498,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_499,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_500,NA,NA,NA,NA,NA,NA
ASV_501,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV_502,NA,NA,NA,NA,NA,NA
ASV_503,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_504,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_505,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_506,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,NA
ASV_507,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_508,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_509,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,NA
ASV_510,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_511,NA,NA,NA,NA,NA,NA
ASV_512,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_513,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_514,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_515,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_516,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_517,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_518,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_519,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV_520,NA,NA,NA,NA,NA,NA
ASV_521,NA,NA,NA,NA,NA,NA
ASV_522,NA,NA,NA,NA,NA,NA
ASV_523,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_524,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_525,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_526,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_527,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_528,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_529,NA,NA,NA,NA,NA,NA
ASV_530,NA,NA,NA,NA,NA,NA
ASV_531,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_532,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_533,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_534,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_535,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_536,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
ASV_537,Acidobacteriota,Acidobacteriae,NA,NA,NA,NA
ASV_538,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_539,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_540,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
ASV_541,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_542,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus,NA
ASV_543,NA,NA,NA,NA,NA,NA
ASV_544,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_545,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_546,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_547,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_548,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_549,NA,NA,NA,NA,NA,NA
ASV_550,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_551,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_552,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_553,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_554,NA,NA,NA,NA,NA,NA
ASV_555,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,NA
ASV_556,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,NA
ASV_557,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_558,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_559,Actinobacteriota,NA,NA,NA,NA,NA
ASV_560,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_561,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_562,Acidobacteriota,Subgroup 11,NA,NA,NA,NA
ASV_563,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_564,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_565,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_566,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_567,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
ASV_568,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_569,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
ASV_570,NA,NA,NA,NA,NA,NA
ASV_571,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,NA,NA,NA
ASV_572,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_573,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
ASV_574,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
ASV_575,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_576,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_577,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_578,NA,NA,NA,NA,NA,NA
ASV_579,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_580,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_581,NA,NA,NA,NA,NA,NA
ASV_582,NA,NA,NA,NA,NA,NA
ASV_583,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV_584,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
ASV_585,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_586,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_587,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV_588,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_589,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_590,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_591,NA,NA,NA,NA,NA,NA
ASV_592,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
ASV_593,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_594,NA,NA,NA,NA,NA,NA
